,user_id,movie_id,rating,timestamp,age,gender,occupation
8813,226,283,2,883889811,28.0,M,student
8814,199,678,1,883782636,30.0,M,writer
8815,148,357,5,877016735,33.0,M,engineer
8816,326,612,2,879875083,41.0,M,administrator
8817,59,562,4,888206094,49.0,M,educator
8818,94,206,4,891722843,26.0,M,student
8819,109,520,5,880572642,29.0,M,other
8820,329,276,4,891655905,48.0,M,educator
8821,321,50,4,879438793,49.0,F,educator
8822,174,655,5,886514168,30.0,F,administrator
8823,144,73,3,888105636,53.0,M,programmer
8824,56,186,3,892676933,25.0,M,librarian
8825,87,568,5,879875818,47.0,M,administrator
8826,269,387,3,891448283,31.0,F,librarian
8827,201,340,5,884110887,27.0,M,writer
8828,165,419,4,879525706,20.0,F,other
8829,191,270,3,891560253,33.0,M,administrator
8830,190,628,4,891042883,30.0,M,administrator
8831,5,411,1,875635431,33.0,F,other
8832,169,308,3,891268776,52.0,F,other
8833,303,288,4,879466018,19.0,M,student
8834,69,151,5,882072998,24.0,M,engineer
8835,145,1040,1,888398492,31.0,M,entertainment
8836,279,490,3,890282225,33.0,M,programmer
8837,1,108,5,875240920,24.0,M,technician
8838,253,173,5,891628483,26.0,F,librarian
8839,77,265,3,884753152,30.0,M,technician
8840,283,216,4,879298206,28.0,M,programmer
8841,224,1085,1,888104393,31.0,F,educator
8842,336,117,3,877760603,23.0,M,salesman
8843,378,1284,2,880318158,35.0,M,student
8844,174,118,2,886434186,30.0,F,administrator
8845,296,98,5,884197091,43.0,F,administrator
8846,130,210,5,876252288,20.0,M,none
8847,1,262,3,875071421,24.0,M,technician
8848,89,949,3,879460027,43.0,F,administrator
8849,58,204,4,884304701,27.0,M,programmer
8850,263,1473,5,891299877,41.0,M,programmer
8851,92,273,4,875640214,32.0,M,entertainment
8852,67,743,4,875379445,17.0,M,student
8853,311,627,4,884366067,32.0,M,technician
8854,234,727,3,892079475,60.0,M,retired
8855,351,1316,4,883356883,61.0,M,educator
8856,90,433,3,891384611,60.0,M,educator
8857,194,1220,3,879524790,38.0,M,administrator
8858,222,819,2,877563353,29.0,M,programmer
8859,311,510,4,884366545,32.0,M,technician
8860,59,1065,5,888205188,49.0,M,educator
8861,195,421,4,892362736,42.0,M,scientist
8862,145,44,5,875272132,31.0,M,entertainment
8863,38,1014,5,892429542,28.0,F,other
8864,186,71,5,879024535,39.0,F,executive
8865,82,109,1,884714204,50.0,M,programmer
8866,264,436,3,886122352,36.0,F,writer
8867,361,949,4,879440774,22.0,M,student
8868,200,173,5,884128554,40.0,M,programmer
8869,279,405,3,886015701,33.0,M,programmer
8870,7,505,3,891352341,57.0,M,administrator
8871,121,235,1,891390579,54.0,M,librarian
8872,301,380,4,882078459,24.0,M,student
8873,380,176,3,885481179,32.0,M,engineer
8874,332,7,4,887916547,20.0,M,student
8875,316,71,1,880854472,43.0,F,other
8876,7,266,4,891350703,57.0,M,administrator
8877,293,2,3,888907101,24.0,M,writer
8878,18,792,5,880131106,35.0,F,other
8879,166,258,4,886397562,47.0,M,educator
8880,373,849,3,877105005,24.0,F,other
8881,177,195,4,880130699,20.0,M,programmer
8882,254,15,3,886471307,44.0,M,educator
8883,328,100,5,885046305,51.0,M,administrator
8884,344,111,4,884899767,30.0,F,librarian
8885,223,118,2,891549945,19.0,F,student
8886,189,607,4,893266204,32.0,M,artist
8887,183,250,2,891464352,33.0,M,scientist
8888,276,1110,3,874977474,21.0,M,student
8889,194,509,3,879522085,38.0,M,administrator
8890,267,1073,5,878974783,23.0,M,engineer
8891,313,182,4,891013773,41.0,M,marketing
8892,10,498,5,877889333,53.0,M,lawyer
8893,276,69,4,874790996,21.0,M,student
8894,60,729,4,883327975,50.0,M,healthcare
8895,264,203,2,886122508,36.0,F,writer
8896,116,531,2,876453519,40.0,M,healthcare
8897,62,121,4,879372916,27.0,F,administrator
8898,345,313,4,884900467,28.0,F,librarian
8899,126,322,3,887854777,28.0,F,lawyer
8900,90,423,5,891384997,60.0,M,educator
8901,227,117,2,879035493,46.0,M,executive
8902,271,713,4,885847800,51.0,M,engineer
8903,25,269,4,885851953,39.0,M,engineer
8904,361,1041,2,879441179,22.0,M,student
8905,85,971,3,879828156,51.0,M,educator
8906,346,780,2,875264904,34.0,M,other
8907,338,56,3,879438535,39.0,F,librarian
8908,363,433,4,891495143,20.0,M,student
8909,217,1303,2,889069944,22.0,M,other
8910,159,245,5,880485488,23.0,F,student
8911,141,748,3,884584664,49.0,M,programmer
8912,49,122,2,888069138,23.0,F,student
8913,365,813,5,891303901,29.0,M,lawyer
8914,373,25,4,877100016,24.0,F,other
8915,301,67,2,882078621,24.0,M,student
8916,149,312,1,883512950,35.0,F,marketing
8917,21,773,3,874951797,26.0,M,writer
8918,357,742,4,878951691,26.0,M,executive
8919,373,81,2,877100326,24.0,F,other
8920,82,281,3,884714290,50.0,M,programmer
8921,90,96,4,891384754,60.0,M,educator
8922,327,198,4,887747337,22.0,M,student
8923,268,1157,1,875745428,24.0,M,engineer
8924,374,173,3,882158521,36.0,M,executive
8925,83,783,4,880308453,40.0,M,other
8926,318,655,4,884496290,65.0,M,retired
8927,216,693,3,881428365,22.0,M,engineer
8928,381,582,5,892696045,33.0,M,artist
8929,333,316,5,891044659,47.0,M,other
8930,21,325,4,874950931,26.0,M,writer
8931,279,195,4,875310631,33.0,M,programmer
8932,279,24,5,875295591,33.0,M,programmer
8933,349,370,2,879466283,68.0,M,retired
8934,127,748,5,884364108,33.0,M,none
8935,56,95,4,892683274,25.0,M,librarian
8936,38,71,5,892430516,28.0,F,other
8937,276,879,3,877584219,21.0,M,student
8938,374,476,2,880394138,36.0,M,executive
8939,248,198,5,884534695,25.0,M,student
8940,321,8,4,879440451,49.0,F,educator
8941,344,268,3,884814359,30.0,F,librarian
8942,151,602,4,879542688,38.0,F,administrator
8943,194,284,3,879539410,38.0,M,administrator
8944,375,583,2,886622131,17.0,M,entertainment
8945,380,197,3,885478886,32.0,M,engineer
8946,381,50,5,892696252,33.0,M,artist
8947,103,527,5,880416238,26.0,M,student
8948,268,153,5,875743503,24.0,M,engineer
8949,232,651,3,888549515,45.0,M,scientist
8950,88,881,5,891038103,49.0,F,librarian
8951,11,268,5,891901652,39.0,F,other
8952,249,68,5,879641156,25.0,M,student
8953,67,276,4,875379515,17.0,M,student
8954,177,276,5,880130758,20.0,M,programmer
8955,234,96,2,892334141,60.0,M,retired
8956,135,33,3,879857930,23.0,M,student
8957,345,845,3,884991220,28.0,F,librarian
8958,332,181,5,887916529,20.0,M,student
8959,346,561,3,874950172,34.0,M,other
8960,11,739,3,891906411,39.0,F,other
8961,239,654,5,889180747,39.0,M,artist
8962,276,432,5,874792839,21.0,M,student
8963,214,294,3,891542520,26.0,F,librarian
8964,330,603,5,876545625,35.0,F,educator
8965,363,182,1,891494962,20.0,M,student
8966,337,631,4,875429292,37.0,M,scientist
8967,244,411,4,880604798,28.0,M,technician
8968,182,172,5,876435435,36.0,M,programmer
8969,43,393,4,883956417,29.0,F,librarian
8970,64,447,4,889739319,32.0,M,educator
8971,116,421,3,876453800,40.0,M,healthcare
8972,257,288,3,879029516,17.0,M,student
8973,130,4,2,875801778,20.0,M,none
8974,54,237,4,880935028,22.0,M,executive
8975,312,603,5,891698454,48.0,M,other
8976,198,629,4,884209221,21.0,F,student
8977,279,732,3,879647301,33.0,M,programmer
8978,320,431,5,884749327,19.0,M,student
8979,1,12,5,878542960,24.0,M,technician
8980,59,568,5,888205229,49.0,M,educator
8981,257,221,3,882050202,17.0,M,student
8982,329,855,4,891656206,48.0,M,educator
8983,58,1104,2,884305679,27.0,M,programmer
8984,43,486,4,883955969,29.0,F,librarian
8985,339,42,4,891033452,35.0,M,lawyer
8986,344,45,5,884901210,30.0,F,librarian
8987,92,471,4,875640385,32.0,M,entertainment
8988,200,313,5,884125806,40.0,M,programmer
8989,347,879,3,881652099,18.0,M,student
8990,18,732,3,880131698,35.0,F,other
8991,92,596,2,886443161,32.0,M,entertainment
8992,358,1529,3,891269584,40.0,M,educator
8993,87,231,3,879876110,47.0,M,administrator
8994,13,118,4,882397581,47.0,M,educator
8995,305,154,4,886322670,23.0,M,programmer
8996,212,191,3,879303830,49.0,F,educator
8997,41,746,3,890687019,33.0,M,engineer
8998,192,301,4,881366490,42.0,M,educator
8999,344,421,2,884901561,30.0,F,librarian
9000,360,511,5,880355994,51.0,M,other
9001,365,124,4,891304039,29.0,M,lawyer
9002,10,164,4,877889333,53.0,M,lawyer
9003,234,847,4,891227730,60.0,M,retired
9004,271,582,3,885849113,51.0,M,engineer
9005,109,96,5,880572614,29.0,M,other
9006,76,150,5,875028880,20.0,M,student
9007,59,1113,4,888205855,49.0,M,educator
9008,381,212,5,892696982,33.0,M,artist
9009,5,109,5,875635350,33.0,F,other
9010,279,386,3,889985007,33.0,M,programmer
9011,64,898,2,889737106,32.0,M,educator
9012,41,435,3,890687550,33.0,M,engineer
9013,308,843,3,887739095,60.0,M,retired
9014,85,661,4,879454005,51.0,M,educator
9015,339,516,4,891033481,35.0,M,lawyer
9016,95,510,4,879196188,31.0,M,administrator
9017,38,404,5,892431586,28.0,F,other
9018,347,735,2,881654134,18.0,M,student
9019,125,270,4,881357122,30.0,M,lawyer
9020,345,295,4,884994592,28.0,F,librarian
9021,82,1101,4,878770169,50.0,M,programmer
9022,11,722,3,891905349,39.0,F,other
9023,239,79,3,889179544,39.0,M,artist
9024,3,318,4,889237482,23.0,M,writer
9025,56,179,3,892678669,25.0,M,librarian
9026,59,195,5,888204757,49.0,M,educator
9027,119,930,3,874775945,32.0,M,programmer
9028,295,1135,4,879518696,31.0,M,educator
9029,347,323,1,881652142,18.0,M,student
9030,291,46,4,874868045,19.0,M,student
9031,347,216,3,881653933,18.0,M,student
9032,337,257,3,875184963,37.0,M,scientist
9033,87,679,3,879876036,47.0,M,administrator
9034,381,281,2,892696616,33.0,M,artist
9035,215,451,3,891436369,35.0,M,programmer
9036,177,948,2,882141918,20.0,M,programmer
9037,292,226,4,881105281,35.0,F,programmer
9038,314,1054,1,877886944,20.0,F,student
9039,256,294,3,882150053,35.0,F,none
9040,90,86,5,891383626,60.0,M,educator
9041,267,622,3,878974077,23.0,M,engineer
9042,315,211,4,879821037,31.0,M,educator
9043,62,209,4,879373849,27.0,F,administrator
9044,125,485,5,892836335,30.0,M,lawyer
9045,345,317,4,884992465,28.0,F,librarian
9046,312,96,5,891699040,48.0,M,other
9047,201,68,2,884112487,27.0,M,writer
9048,253,175,2,891628884,26.0,F,librarian
9049,152,204,4,882474587,33.0,F,educator
9050,271,224,4,885847876,51.0,M,engineer
9051,313,1066,2,891030334,41.0,M,marketing
9052,99,363,4,885679262,20.0,M,student
9053,326,144,5,879876114,41.0,M,administrator
9054,26,343,3,891349238,49.0,M,engineer
9055,270,553,1,876955689,18.0,F,student
9056,206,873,3,888179833,14.0,F,student
9057,379,202,5,880525259,44.0,M,programmer
9058,70,527,4,884149852,27.0,M,engineer
9059,181,978,1,878963305,26.0,M,executive
9060,94,156,5,891725332,26.0,M,student
9061,86,1175,5,879570973,26.0,M,administrator
9062,68,288,4,876973726,19.0,M,student
9063,60,71,3,883327948,50.0,M,healthcare
9064,151,393,2,879528692,38.0,F,administrator
9065,22,435,5,878886682,25.0,M,writer
9066,198,172,4,884207206,21.0,F,student
9067,96,474,4,884403095,25.0,F,artist
9068,305,239,3,886323153,23.0,M,programmer
9069,301,182,5,882075774,24.0,M,student
9070,32,866,3,883718031,28.0,F,student
9071,279,114,5,879572694,33.0,M,programmer
9072,10,191,5,877888613,53.0,M,lawyer
9073,279,207,5,875310394,33.0,M,programmer
9074,321,143,3,879439621,49.0,F,educator
9075,10,496,5,877889005,53.0,M,lawyer
9076,130,134,5,875801750,20.0,M,none
9077,26,871,2,891379664,49.0,M,engineer
9078,13,539,1,883670785,47.0,M,educator
9079,49,594,3,888068245,23.0,F,student
9080,56,692,4,892676970,25.0,M,librarian
9081,318,127,5,884470970,65.0,M,retired
9082,159,881,1,893256139,23.0,F,student
9083,130,940,3,875217392,20.0,M,none
9084,348,147,5,886523361,24.0,F,student
9085,243,582,5,879989217,33.0,M,educator
9086,15,18,1,879455681,49.0,F,educator
9087,85,514,5,879453684,51.0,M,educator
9088,135,379,2,879857956,23.0,M,student
9089,286,512,2,877533101,27.0,M,student
9090,276,1274,1,874977513,21.0,M,student
9091,102,239,3,888804089,38.0,M,programmer
9092,293,871,1,888908066,24.0,M,writer
9093,43,161,4,883955467,29.0,F,librarian
9094,290,622,3,880474204,40.0,M,engineer
9095,176,100,5,886047918,28.0,M,scientist
9096,226,14,5,883889691,28.0,M,student
9097,361,238,4,879440475,22.0,M,student
9098,38,383,2,892433801,28.0,F,other
9099,329,924,3,891655905,48.0,M,educator
9100,378,65,3,880046132,35.0,M,student
9101,26,315,3,891347400,49.0,M,engineer
9102,5,230,3,875636070,33.0,F,other
9103,269,142,1,891451570,31.0,F,librarian
9104,43,275,4,875975546,29.0,F,librarian
9105,297,7,4,874954541,29.0,F,educator
9106,151,735,5,879528438,38.0,F,administrator
9107,124,79,3,890287395,34.0,M,student
9108,23,405,4,874784638,30.0,F,artist
9109,373,1135,3,877107043,24.0,F,other
9110,327,1141,3,887822681,22.0,M,student
9111,188,98,5,875071957,42.0,M,student
9112,69,591,3,882072803,24.0,M,engineer
9113,345,282,3,884991419,28.0,F,librarian
9114,194,417,2,879525695,38.0,M,administrator
9115,311,187,4,884364764,32.0,M,technician
9116,204,286,3,892389046,52.0,F,librarian
9117,215,8,2,891436177,35.0,M,programmer
9118,18,970,3,880131591,35.0,F,other
9119,85,283,3,879454467,51.0,M,educator
9120,96,173,3,884402791,25.0,F,artist
9121,277,302,4,879544201,35.0,F,administrator
9122,327,25,2,887746728,22.0,M,student
9123,301,8,4,882076494,24.0,M,student
9124,33,895,3,891964187,23.0,M,student
9125,118,23,5,875384979,21.0,M,administrator
9126,280,542,3,891702199,30.0,F,librarian
9127,280,1479,3,891702457,30.0,F,librarian
9128,201,333,2,884110927,27.0,M,writer
9129,7,570,3,891354639,57.0,M,administrator
9130,303,164,4,879466830,19.0,M,student
9131,69,748,2,882027304,24.0,M,engineer
9132,73,507,3,888625857,24.0,M,student
9133,296,10,2,884196605,43.0,F,administrator
9134,209,321,4,883461108,33.0,F,educator
9135,94,420,4,891721317,26.0,M,student
9136,179,310,4,892151365,15.0,M,entertainment
9137,188,38,3,875073828,42.0,M,student
9138,286,1113,3,877534107,27.0,M,student
9139,354,208,4,891217394,29.0,F,librarian
9140,119,385,5,874781994,32.0,M,programmer
9141,188,77,4,875072328,42.0,M,student
9142,184,124,5,889907652,37.0,M,librarian
9143,268,781,3,875743951,24.0,M,engineer
9144,125,28,4,879454385,30.0,M,lawyer
9145,60,489,5,883326682,50.0,M,healthcare
9146,220,343,3,881198738,30.0,M,librarian
9147,177,196,3,880130881,20.0,M,programmer
9148,129,307,2,883244637,36.0,F,marketing
9149,339,550,2,891035523,35.0,M,lawyer
9150,378,289,5,889665232,35.0,M,student
9151,279,173,5,875296461,33.0,M,programmer
9152,314,105,4,877887292,20.0,F,student
9153,295,68,4,879518960,31.0,M,educator
9154,145,105,2,875271442,31.0,M,entertainment
9155,246,541,3,884923487,19.0,M,student
9156,234,117,2,892334976,60.0,M,retired
9157,58,182,4,884304701,27.0,M,programmer
9158,108,237,3,879879796,44.0,M,educator
9159,16,164,5,877724438,21.0,M,entertainment
9160,139,303,5,879538021,20.0,M,student
9161,316,265,3,880854395,43.0,F,other
9162,337,230,5,875185319,37.0,M,scientist
9163,116,332,3,876451998,40.0,M,healthcare
9164,92,376,3,875907366,32.0,M,entertainment
9165,152,241,4,884035579,33.0,F,educator
9166,168,748,2,884287031,48.0,M,other
9167,255,841,1,883216902,23.0,M,entertainment
9168,265,181,2,875320180,26.0,M,executive
9169,236,222,4,890116817,44.0,F,writer
9170,326,659,4,879875397,41.0,M,administrator
9171,217,258,1,889069536,22.0,M,other
9172,312,209,3,891699207,48.0,M,other
9173,1,14,5,874965706,24.0,M,technician
9174,287,591,5,875334293,21.0,M,salesman
9175,294,689,3,889241579,34.0,M,technician
9176,314,255,5,877886221,20.0,F,student
9177,189,1403,4,893265921,32.0,M,artist
9178,107,300,1,891264432,39.0,M,scientist
9179,267,250,5,878970399,23.0,M,engineer
9180,344,190,5,886382447,30.0,F,librarian
9181,151,65,4,879528729,38.0,F,administrator
9182,343,367,4,876406144,43.0,M,engineer
9183,10,385,4,877886783,53.0,M,lawyer
9184,70,383,2,884151700,27.0,M,engineer
9185,109,131,1,880579757,29.0,M,other
9186,373,399,3,877105674,24.0,F,other
9187,378,1478,3,880333098,35.0,M,student
9188,125,64,5,879454139,30.0,M,lawyer
9189,378,274,3,880055597,35.0,M,student
9190,41,98,4,890687374,33.0,M,engineer
9191,54,147,5,880935959,22.0,M,executive
9192,213,514,5,878956130,33.0,M,executive
9193,254,843,2,886474807,44.0,M,educator
9194,334,245,2,891544367,32.0,M,librarian
9195,224,518,1,888103906,31.0,F,educator
9196,31,493,5,881548110,24.0,M,artist
9197,10,519,5,877892050,53.0,M,lawyer
9198,125,25,1,879454987,30.0,M,lawyer
9199,92,88,3,875656349,32.0,M,entertainment
9200,194,26,3,879522240,38.0,M,administrator
9201,13,265,4,882140038,47.0,M,educator
9202,279,578,4,879572694,33.0,M,programmer
9203,301,216,4,882076782,24.0,M,student
9204,2,303,4,888550774,53.0,F,other
9205,326,451,2,879877234,41.0,M,administrator
9206,188,205,3,875071710,42.0,M,student
9207,338,511,4,879438473,39.0,F,librarian
9208,328,482,3,885046580,51.0,M,administrator
9209,269,506,5,891449572,31.0,F,librarian
9210,125,407,2,892839312,30.0,M,lawyer
9211,85,275,3,879454581,51.0,M,educator
9212,92,181,4,876175052,32.0,M,entertainment
9213,15,286,2,879455049,49.0,F,educator
9214,374,162,2,880396511,36.0,M,executive
9215,148,169,5,877020297,33.0,M,engineer
9216,54,257,4,880937311,22.0,M,executive
9217,276,1228,1,874977422,21.0,M,student
9218,268,679,4,876514107,24.0,M,engineer
9219,385,1367,5,880879193,36.0,M,writer
9220,56,181,5,892737154,25.0,M,librarian
9221,271,15,3,885847876,51.0,M,engineer
9222,308,184,4,887738847,60.0,M,retired
9223,64,7,4,889737542,32.0,M,educator
9224,330,38,4,876546948,35.0,F,educator
9225,263,886,2,891297484,41.0,M,programmer
9226,244,180,4,880605920,28.0,M,technician
9227,1,97,3,875073128,24.0,M,technician
9228,156,211,4,888185606,25.0,M,educator
9229,62,155,1,879376633,27.0,F,administrator
9230,271,170,5,885848827,51.0,M,engineer
9231,250,480,5,878090414,29.0,M,executive
9232,295,419,4,879518107,31.0,M,educator
9233,314,869,4,877891681,20.0,F,student
9234,346,72,3,874951714,34.0,M,other
9235,5,388,2,879198898,33.0,F,other
9236,347,87,3,881653830,18.0,M,student
9237,166,343,4,886397882,47.0,M,educator
9238,194,366,2,879525761,38.0,M,administrator
9239,90,197,5,891383319,60.0,M,educator
9240,193,174,4,889125720,29.0,M,student
9241,54,127,4,880933834,22.0,M,executive
9242,201,265,3,884310104,27.0,M,writer
9243,128,56,3,879966785,24.0,F,marketing
9244,342,974,2,874984789,25.0,F,other
9245,12,276,4,879959488,28.0,F,other
9246,276,121,4,874786897,21.0,M,student
9247,49,151,5,888067727,23.0,F,student
9248,377,354,4,891296044,22.0,M,student
9249,59,735,5,888205534,49.0,M,educator
9250,219,303,4,889386799,32.0,M,programmer
9251,276,238,5,877935060,21.0,M,student
9252,59,125,3,888203658,49.0,M,educator
9253,385,209,4,879441853,36.0,M,writer
9254,373,290,5,877098784,24.0,F,other
9255,313,73,5,891015012,41.0,M,marketing
9256,308,205,3,887738191,60.0,M,retired
9257,182,864,4,885613092,36.0,M,programmer
9258,1,44,5,878543541,24.0,M,technician
9259,236,420,4,890116671,44.0,F,writer
9260,321,474,4,879438607,49.0,F,educator
9261,380,530,5,885478886,32.0,M,engineer
9262,288,887,5,886372155,34.0,M,marketing
9263,232,56,5,888549622,45.0,M,scientist
9264,90,203,5,891384611,60.0,M,educator
9265,8,172,5,879362123,36.0,M,administrator
9266,308,1006,4,887739608,60.0,M,retired
9267,303,210,4,879466717,19.0,M,student
9268,139,458,4,879538578,20.0,M,student
9269,145,1090,2,888398833,31.0,M,entertainment
9270,90,962,2,891384721,60.0,M,educator
9271,43,321,3,875975061,29.0,F,librarian
9272,66,471,5,883601296,23.0,M,student
9273,277,286,5,879544145,35.0,F,administrator
9274,293,82,4,888906402,24.0,M,writer
9275,201,462,1,884141208,27.0,M,writer
9276,267,449,3,878973358,23.0,M,engineer
9277,267,175,5,878972558,23.0,M,engineer
9278,279,101,3,891209021,33.0,M,programmer
9279,363,336,4,891494011,20.0,M,student
9280,340,418,5,884990669,46.0,M,engineer
9281,59,448,4,888205787,49.0,M,educator
9282,64,216,4,889740718,32.0,M,educator
9283,355,882,4,879486421,25.0,M,student
9284,208,430,4,883108360,43.0,M,engineer
9285,56,96,5,892676429,25.0,M,librarian
9286,84,237,4,883450093,32.0,M,executive
9287,373,230,4,877107430,24.0,F,other
9288,74,100,4,888333428,39.0,M,scientist
9289,291,1244,4,874834345,19.0,M,student
9290,128,294,4,879966376,24.0,F,marketing
9291,186,554,1,879023751,39.0,F,executive
9292,330,213,5,876546752,35.0,F,educator
9293,293,208,3,888906071,24.0,M,writer
9294,92,32,3,875653363,32.0,M,entertainment
9295,18,57,4,880130930,35.0,F,other
9296,119,451,5,891286958,32.0,M,programmer
9297,99,237,5,885678886,20.0,M,student
9298,168,258,4,884286863,48.0,M,other
9299,43,50,4,875975211,29.0,F,librarian
9300,119,274,4,874775580,32.0,M,programmer
9301,151,837,4,879524642,38.0,F,administrator
9302,59,136,3,888205336,49.0,M,educator
9303,230,153,5,880485090,28.0,F,student
9304,23,504,4,874785624,30.0,F,artist
9305,131,14,5,883681313,59.0,F,administrator
9306,95,117,4,879193619,31.0,M,administrator
9307,85,8,4,879454952,51.0,M,educator
9308,379,637,2,880962047,44.0,M,programmer
9309,25,135,3,885852059,39.0,M,engineer
9310,1,53,3,876893206,24.0,M,technician
9311,314,1221,3,877889927,20.0,F,student
9312,181,740,2,878963085,26.0,M,executive
9313,253,527,5,891628518,26.0,F,librarian
9314,172,478,3,875538027,55.0,M,marketing
9315,249,100,5,879572370,25.0,M,student
9316,344,87,4,889814195,30.0,F,librarian
9317,308,183,4,887736695,60.0,M,retired
9318,330,1016,3,876544480,35.0,F,educator
9319,130,353,1,888211764,20.0,M,none
9320,232,313,3,885939473,45.0,M,scientist
9321,378,196,4,880046306,35.0,M,student
9322,49,52,2,888066647,23.0,F,student
9323,313,448,3,891014956,41.0,M,marketing
9324,42,265,3,881107989,30.0,M,administrator
9325,313,100,5,891013681,41.0,M,marketing
9326,94,806,4,885873302,26.0,M,student
9327,7,567,1,892132019,57.0,M,administrator
9328,97,168,4,884238693,43.0,M,artist
9329,235,292,3,889654638,37.0,M,educator
9330,58,240,4,892242478,27.0,M,programmer
9331,325,325,1,891477695,48.0,M,technician
9332,84,64,5,883450066,32.0,M,executive
9333,60,186,4,883326566,50.0,M,healthcare
9334,292,475,5,881103896,35.0,F,programmer
9335,94,258,5,891724044,26.0,M,student
9336,316,19,5,880854539,43.0,F,other
9337,94,483,5,885870115,26.0,M,student
9338,43,1,5,875975579,29.0,F,librarian
9339,218,654,4,881288234,37.0,M,administrator
9340,102,746,2,892993190,38.0,M,programmer
9341,367,760,4,876690021,17.0,M,student
9342,224,387,4,888103906,31.0,F,educator
9343,7,637,4,891353570,57.0,M,administrator
9344,357,294,4,878951101,26.0,M,executive
9345,296,277,5,884198772,43.0,F,administrator
9346,292,511,5,881105373,35.0,F,programmer
9347,79,370,2,891272016,39.0,F,administrator
9348,184,693,3,889909142,37.0,M,librarian
9349,382,127,3,875945781,45.0,M,engineer
9350,70,228,5,884064269,27.0,M,engineer
9351,38,218,3,892431871,28.0,F,other
9352,197,321,3,891409475,55.0,M,technician
9353,7,624,4,891353892,57.0,M,administrator
9354,373,151,4,877100129,24.0,F,other
9355,378,215,4,880055336,35.0,M,student
9356,307,450,2,879538922,25.0,M,student
9357,350,530,4,882346161,32.0,M,student
9358,271,52,4,885849470,51.0,M,engineer
9359,13,854,1,882396914,47.0,M,educator
9360,188,419,5,875072876,42.0,M,student
9361,178,22,5,882826187,26.0,M,other
9362,104,25,3,888465634,27.0,M,student
9363,320,278,3,884748886,19.0,M,student
9364,345,451,5,884993085,28.0,F,librarian
9365,64,582,4,889739834,32.0,M,educator
9366,167,1309,1,892738341,37.0,M,other
9367,232,181,4,880062330,45.0,M,scientist
9368,89,737,1,879460376,43.0,F,administrator
9369,328,234,4,885046376,51.0,M,administrator
9370,295,737,5,879518607,31.0,M,educator
9371,233,654,4,877665191,38.0,M,engineer
9372,235,346,4,889654483,37.0,M,educator
9373,214,221,5,892668153,26.0,F,librarian
9374,374,111,2,880393268,36.0,M,executive
9375,279,1133,2,892173598,33.0,M,programmer
9376,378,542,4,880333470,35.0,M,student
9377,249,198,5,879572349,25.0,M,student
9378,21,820,3,874951616,26.0,M,writer
9379,125,1183,2,892839312,30.0,M,lawyer
9380,6,125,3,883599670,42.0,M,executive
9381,137,183,5,881433689,50.0,M,educator
9382,194,185,4,879521254,38.0,M,administrator
9383,332,1218,5,887939171,20.0,M,student
9384,347,85,5,881654880,18.0,M,student
9385,1,163,4,875072442,24.0,M,technician
9386,286,50,4,875806869,27.0,M,student
9387,181,149,1,878962719,26.0,M,executive
9388,21,844,4,874951292,26.0,M,writer
9389,299,318,4,877880649,29.0,M,doctor
9390,18,195,3,880131236,35.0,F,other
9391,232,194,4,888549988,45.0,M,scientist
9392,279,556,3,880666808,33.0,M,programmer
9393,57,975,3,883697990,16.0,M,none
9394,125,940,2,892838827,30.0,M,lawyer
9395,194,527,4,879521474,38.0,M,administrator
9396,163,64,4,891220161,49.0,M,administrator
9397,257,237,2,882050168,17.0,M,student
9398,22,121,3,878887925,25.0,M,writer
9399,64,229,4,889739490,32.0,M,educator
9400,173,260,4,877557345,56.0,M,other
9401,265,15,3,875320574,26.0,M,executive
9402,210,176,4,887735960,39.0,M,engineer
9403,291,174,5,874835062,19.0,M,student
9404,281,538,4,881200520,15.0,F,student
9405,79,301,3,891271308,39.0,F,administrator
9406,244,191,5,880605766,28.0,M,technician
9407,248,210,3,884534946,25.0,M,student
9408,342,175,5,874984207,25.0,F,other
9409,236,111,4,890116939,44.0,F,writer
9410,297,1296,4,875408935,29.0,F,educator
9411,159,678,5,880485530,23.0,F,student
9412,255,565,1,883216748,23.0,M,entertainment
9413,286,309,5,884583549,27.0,M,student
9414,318,88,4,884496367,65.0,M,retired
9415,77,174,5,884733587,30.0,M,technician
9416,109,252,5,880571629,29.0,M,other
9417,244,1045,5,880602132,28.0,M,technician
9418,264,4,4,886123656,36.0,F,writer
9419,128,190,4,879967016,24.0,F,marketing
9420,158,163,4,880135044,50.0,M,educator
9421,83,609,4,880308453,40.0,M,other
9422,23,380,5,874787774,30.0,F,artist
9423,214,313,4,892668197,26.0,F,librarian
9424,110,783,3,886988967,19.0,M,student
9425,308,219,3,887738717,60.0,M,retired
9426,159,286,1,880485233,23.0,F,student
9427,113,327,5,875076987,47.0,M,executive
9428,178,83,4,882826556,26.0,M,other
9429,254,214,1,886472608,44.0,M,educator
9430,30,1007,5,885941156,7.0,M,student
9431,109,322,2,880562908,29.0,M,other
9432,73,923,3,888793388,24.0,M,student
9433,291,567,5,874867786,19.0,M,student
9434,60,480,4,883326273,50.0,M,healthcare
9435,296,238,4,884199624,43.0,F,administrator
9436,356,689,5,891406372,32.0,F,homemaker
9437,362,258,4,885019435,35.0,F,homemaker
9438,16,69,5,877724846,21.0,M,entertainment
9439,318,501,4,884496984,65.0,M,retired
